caller;start;end;duration;recipient;origin;destination;ratepermin;costs;origincontinent;destinationcontinent;callergender;recipientgender
Mila;02.10.2014 21:06:14;02.10.2014 21:12:14;6;Glen;Alaska;Dominican Republic;0.17;1.02;United States;North America;Male;Male
Anna;02.10.2014 21:06:30;02.10.2014 22:05:30;59;Glen;Massachusetts;Dominican Republic;0.17;10.03;United States;North America;Female;Male
Mila;02.10.2014 21:06:34;02.10.2014 22:41:34;95;Glen;Alaska;Dominican Republic;0.17;16.15;United States;North America;Male;Male
Mila;02.10.2014 21:07:27;02.10.2014 21:14:27;7;Glen;Alaska;Dominican Republic;0.17;1.19;United States;North America;Male;Male
Mila;02.10.2014 21:08:01;02.10.2014 22:24:01;76;Glen;Alaska;Dominican Republic;0.17;12.92;United States;North America;Male;Male
Mila;02.10.2014 21:08:34;02.10.2014 22:08:34;60;Glen;Alaska;Dominican Republic;0.17;10.20;United States;North America;Male;Male
Mila;02.10.2014 21:09:31;02.10.2014 21:12:31;3;Glen;Alaska;Dominican Republic;0.17;0.51;United States;North America;Male;Male
Mila;02.10.2014 21:09:45;02.10.2014 21:58:45;49;Glen;Alaska;Dominican Republic;0.17;8.33;United States;North America;Male;Male
Frieda;02.10.2014 21:10:59;02.10.2014 21:39:59;29;Glen;Vermont;Dominican Republic;0.17;4.93;United States;North America;Female;Male
Mila;02.10.2014 21:11:21;02.10.2014 21:55:21;44;Glen;Alaska;Dominican Republic;0.17;7.48;United States;North America;Male;Male
Frieda;02.10.2014 21:11:45;02.10.2014 21:16:45;5;Henriette;Vermont;Zimbabwe;0.48;2.40;United States;Africa;Female;Female
Anton;02.10.2014 21:11:55;02.10.2014 22:15:55;64;Henriette;Arkansas;Zimbabwe;0.48;30.72;United States;Africa;Male;Female
Anton;02.10.2014 21:13:25;02.10.2014 21:36:25;23;Henriette;Arkansas;Zimbabwe;0.48;11.04;United States;Africa;Male;Female
Frieda;02.10.2014 21:16:04;02.10.2014 22:28:04;72;Glen;Vermont;Dominican Republic;0.17;12.24;United States;North America;Female;Male
Frieda;02.10.2014 21:17:56;02.10.2014 21:33:56;16;Erwin;Vermont;Cape Verde;0.81;12.96;United States;Africa;Female;Male
Frieda;02.10.2014 21:22:39;02.10.2014 21:56:39;34;Henriette;Vermont;Zimbabwe;0.48;16.32;United States;Africa;Female;Female
Laura;02.10.2014 21:25:34;02.10.2014 22:43:34;78;Glen;Wyoming;Dominican Republic;0.17;13.26;United States;North America;Female;Male
Laura;02.10.2014 21:25:34;02.10.2014 22:17:34;52;Glen;Wyoming;Dominican Republic;0.17;8.84;United States;North America;Female;Male
Anna;02.10.2014 21:26:21;02.10.2014 21:31:21;5;Henriette;Massachusetts;Zimbabwe;0.48;2.40;United States;Africa;Female;Female
Anna;02.10.2014 21:26:48;02.10.2014 21:54:48;28;Henriette;Massachusetts;Zimbabwe;0.48;13.44;United States;Africa;Female;Female
Anna;02.10.2014 21:26:48;02.10.2014 21:49:48;23;Glen;Massachusetts;Dominican Republic;0.17;3.91;United States;North America;Female;Male
Anna;02.10.2014 21:26:48;02.10.2014 22:32:48;66;Glen;Massachusetts;Dominican Republic;0.17;11.22;United States;North America;Female;Male
Leni;02.10.2014 21:27:51;02.10.2014 22:33:51;66;Glen;Missouri;Dominican Republic;0.17;11.22;United States;North America;Male;Male
Anna;02.10.2014 21:29:09;02.10.2014 22:29:09;60;Glen;Massachusetts;Dominican Republic;0.17;10.20;United States;North America;Female;Male
Anna;02.10.2014 21:29:09;02.10.2014 22:29:09;60;Henriette;Massachusetts;Zimbabwe;0.48;28.80;United States;Africa;Female;Female
Anna;02.10.2014 21:29:09;02.10.2014 22:29:09;60;Glen;Massachusetts;Dominican Republic;0.17;10.20;United States;North America;Female;Male
Anna;02.10.2014 21:29:09;02.10.2014 22:29:09;60;Glen;Massachusetts;Dominican Republic;0.17;10.20;United States;North America;Female;Male
Anna;02.10.2014 21:31:16;02.10.2014 22:44:16;73;Glen;Massachusetts;Dominican Republic;0.17;12.41;United States;North America;Female;Male
Anna;02.10.2014 21:31:43;02.10.2014 22:24:43;53;Glen;Massachusetts;Dominican Republic;0.17;9.01;United States;North America;Female;Male
Anna;02.10.2014 21:35:33;02.10.2014 22:00:33;25;Henriette;Massachusetts;Zimbabwe;0.48;12.00;United States;Africa;Female;Female
Anna;02.10.2014 21:36:12;02.10.2014 22:03:12;27;Henriette;Massachusetts;Zimbabwe;0.48;12.96;United States;Africa;Female;Female
Niklas;02.10.2014 21:38:24;02.10.2014 22:30:24;52;Glen;Florida;Dominican Republic;0.17;8.84;United States;North America;Male;Male
Mia;02.10.2014 21:38:24;02.10.2014 23:17:24;99;Glen;Nebraska;Dominican Republic;0.17;16.83;United States;North America;Female;Male
Mia;02.10.2014 21:38:24;02.10.2014 22:57:24;79;Glen;Nebraska;Dominican Republic;0.17;13.43;United States;North America;Female;Male
Frieda;02.10.2014 21:38:43;02.10.2014 23:22:43;104;Glen;Vermont;Dominican Republic;0.17;17.68;United States;North America;Female;Male
Niklas;02.10.2014 21:39:02;02.10.2014 21:39:02;0;Henriette;Florida;Zimbabwe;0.48;0.00;United States;Africa;Male;Female
Mia;02.10.2014 21:39:02;02.10.2014 23:30:02;111;Henriette;Nebraska;Zimbabwe;0.48;53.28;United States;Africa;Female;Female
Mia;02.10.2014 21:39:02;02.10.2014 21:41:02;2;Henriette;Nebraska;Zimbabwe;0.48;0.96;United States;Africa;Female;Female
Anna;02.10.2014 21:40:26;02.10.2014 22:44:26;64;Henriette;Massachusetts;Zimbabwe;0.48;30.72;United States;Africa;Female;Female
Anna;02.10.2014 21:42:58;02.10.2014 22:49:58;67;Glen;Massachusetts;Dominican Republic;0.17;11.39;United States;North America;Female;Male
Ben;02.10.2014 21:47:22;02.10.2014 22:22:22;35;Talea;South Dakota;Denmark;0.08;2.80;United States;Europe;Male;Female
Paul;02.10.2014 21:47:30;02.10.2014 23:25:30;98;Elif;Montana;Burundi;1.39;136.22;United States;Africa;Male;Female
Niklas;02.10.2014 21:51:40;02.10.2014 23:09:40;78;Christian;Florida;Spain;0.07;5.46;United States;Europe;Male;Male
Mia;02.10.2014 21:51:40;02.10.2014 23:50:40;119;Christian;Nebraska;Spain;0.07;8.33;United States;Europe;Female;Male
Mia;02.10.2014 21:51:40;02.10.2014 23:15:40;84;Christian;Nebraska;Spain;0.07;5.88;United States;Europe;Female;Male
Laura;02.10.2014 21:52:14;02.10.2014 22:29:14;37;Glen;Wyoming;Dominican Republic;0.17;6.29;United States;North America;Female;Male
Erik;02.10.2014 21:53:06;02.10.2014 22:20:06;27;Katrin;Tennessee;Afghanistan;1.07;28.89;United States;Asia;Male;Female
Lukas;02.10.2014 21:53:59;02.10.2014 22:43:59;50;Eray;Nevada;Gambia;0.58;29.00;United States;Africa;Male;Male
Lukas;02.10.2014 21:54:33;02.10.2014 22:35:33;41;Glen;Nevada;Dominican Republic;0.17;6.97;United States;North America;Male;Male
Ben;02.10.2014 21:54:42;02.10.2014 22:13:42;19;Katrin;South Dakota;Afghanistan;1.07;20.33;United States;Asia;Male;Female
Erik;02.10.2014 21:54:52;02.10.2014 22:57:52;63;Elif;Tennessee;Burundi;1.39;87.57;United States;Africa;Male;Female
Mila;02.10.2014 21:58:00;02.10.2014 23:27:00;89;Glen;Alaska;Dominican Republic;0.17;15.13;United States;North America;Male;Male
Nele;02.10.2014 22:03:57;02.10.2014 22:20:57;17;Jasmin;Indiana;Mauritius;1.22;20.74;United States;Africa;Female;Female
Nele;02.10.2014 22:03:57;03.10.2014 00:02:57;119;Jasmin;Indiana;Mauritius;1.22;145.18;United States;Africa;Female;Female
Nele;02.10.2014 22:04:28;02.10.2014 22:19:28;15;Jasmin;Indiana;Mauritius;1.22;18.30;United States;Africa;Female;Female
Nele;02.10.2014 22:04:28;02.10.2014 22:24:28;20;Jasmin;Indiana;Mauritius;1.22;24.40;United States;Africa;Female;Female
Sophie;02.10.2014 22:10:39;02.10.2014 22:22:39;12;Diana;New Mexico;Falkland Islands;0.45;5.40;United States;South America;Female;Female
Paul;02.10.2014 22:21:46;02.10.2014 22:52:46;31;Elif;Montana;Burundi;1.39;43.09;United States;Africa;Male;Female
Paul;02.10.2014 22:23:13;02.10.2014 23:19:13;56;Elif;Montana;Burundi;1.39;77.84;United States;Africa;Male;Female
Sofia;02.10.2014 22:23:16;02.10.2014 23:54:16;91;Jolie;Massachusetts;Bahamas;0.23;20.93;United States;North America;Female;Female
Elias;02.10.2014 22:23:16;02.10.2014 22:48:16;25;Diana;New Jersey;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Maximilian;02.10.2014 22:23:16;02.10.2014 23:49:16;86;Diana;Rhode Island;Falkland Islands;0.45;38.70;United States;South America;Male;Female
Ben;02.10.2014 22:23:34;02.10.2014 23:01:34;38;Talea;South Dakota;Denmark;0.08;3.04;United States;Europe;Male;Female
Sofia;02.10.2014 22:25:21;02.10.2014 23:32:21;67;Jolie;Massachusetts;Bahamas;0.23;15.41;United States;North America;Female;Female
Elias;02.10.2014 22:25:21;02.10.2014 22:39:21;14;Diana;New Jersey;Falkland Islands;0.45;6.30;United States;South America;Male;Female
Maximilian;02.10.2014 22:25:21;02.10.2014 22:27:21;2;Diana;Rhode Island;Falkland Islands;0.45;0.90;United States;South America;Male;Female
Sofia;02.10.2014 22:25:58;02.10.2014 23:49:58;84;Salome;Massachusetts;Germany;0.07;5.88;United States;Europe;Female;Male
Elias;02.10.2014 22:25:58;02.10.2014 22:50:58;25;Salome;New Jersey;Germany;0.07;1.75;United States;Europe;Male;Male
Maximilian;02.10.2014 22:25:58;02.10.2014 23:28:58;63;Salome;Rhode Island;Germany;0.07;4.41;United States;Europe;Male;Male
Sofia;02.10.2014 22:26:27;02.10.2014 22:28:27;2;Salome;Massachusetts;Germany;0.07;0.14;United States;Europe;Female;Male
Elias;02.10.2014 22:26:27;02.10.2014 22:42:27;16;Diana;New Jersey;Falkland Islands;0.45;7.20;United States;South America;Male;Female
Maximilian;02.10.2014 22:26:27;02.10.2014 23:13:27;47;Diana;Rhode Island;Falkland Islands;0.45;21.15;United States;South America;Male;Female
Sofia;02.10.2014 22:27:30;02.10.2014 23:24:30;57;Salome;Massachusetts;Germany;0.07;3.99;United States;Europe;Female;Male
Elias;02.10.2014 22:27:30;03.10.2014 00:05:30;98;Diana;New Jersey;Falkland Islands;0.45;44.10;United States;South America;Male;Female
Maximilian;02.10.2014 22:27:30;02.10.2014 23:17:30;50;Diana;Rhode Island;Falkland Islands;0.45;22.50;United States;South America;Male;Female
Sofia;02.10.2014 22:28:30;02.10.2014 22:35:30;7;Salome;Massachusetts;Germany;0.07;0.49;United States;Europe;Female;Male
Elias;02.10.2014 22:28:30;02.10.2014 22:35:30;7;Diana;New Jersey;Falkland Islands;0.45;3.15;United States;South America;Male;Female
Maximilian;02.10.2014 22:28:30;02.10.2014 22:35:30;7;Diana;Rhode Island;Falkland Islands;0.45;3.15;United States;South America;Male;Female
Sophie;02.10.2014 22:35:50;02.10.2014 22:49:50;14;Diana;New Mexico;Falkland Islands;0.45;6.30;United States;South America;Female;Female
Sofia;02.10.2014 22:37:45;02.10.2014 23:34:45;57;Jolie;Massachusetts;Bahamas;0.23;13.11;United States;North America;Female;Female
Elias;02.10.2014 22:37:45;02.10.2014 23:34:45;57;Jolie;New Jersey;Bahamas;0.23;13.11;United States;North America;Male;Female
Maximilian;02.10.2014 22:37:45;02.10.2014 23:34:45;57;Jolie;Rhode Island;Bahamas;0.23;13.11;United States;North America;Male;Female
Sofia;02.10.2014 22:39:11;02.10.2014 23:30:11;51;Jolie;Massachusetts;Bahamas;0.23;11.73;United States;North America;Female;Female
Elias;02.10.2014 22:39:11;03.10.2014 00:10:11;91;Diana;New Jersey;Falkland Islands;0.45;40.95;United States;South America;Male;Female
Maximilian;02.10.2014 22:39:11;02.10.2014 23:07:11;28;Diana;Rhode Island;Falkland Islands;0.45;12.60;United States;South America;Male;Female
Sofia;02.10.2014 22:45:25;02.10.2014 23:31:25;46;Jolie;Massachusetts;Bahamas;0.23;10.58;United States;North America;Female;Female
Elias;02.10.2014 22:45:25;02.10.2014 23:31:25;46;Jolie;New Jersey;Bahamas;0.23;10.58;United States;North America;Male;Female
Maximilian;02.10.2014 22:45:25;02.10.2014 23:31:25;46;Jolie;Rhode Island;Bahamas;0.23;10.58;United States;North America;Male;Female
Ben;02.10.2014 22:47:55;02.10.2014 23:03:55;16;Hugo;South Dakota;Zimbabwe;0.48;7.68;United States;Africa;Male;Male
Anna;02.10.2014 22:48:56;02.10.2014 23:18:56;30;Diana;Massachusetts;Falkland Islands;0.45;13.50;United States;South America;Female;Female
Erik;02.10.2014 22:53:55;02.10.2014 23:08:55;15;Charlin;Tennessee;Cuba;0.91;13.65;United States;North America;Male;Male
Ida;02.10.2014 23:05:42;02.10.2014 23:18:42;13;Lasse;Maine;Bahrain;0.64;8.32;United States;Asia;Female;Male
Ida;02.10.2014 23:05:42;02.10.2014 23:22:42;17;Lasse;Maine;Bahrain;0.64;10.88;United States;Asia;Female;Male
Adrian;02.10.2014 23:08:50;03.10.2014 00:08:50;60;Kaan;Colorado;Reunion Island;1.00;60.00;United States;Africa;Male;Male
Sophie;02.10.2014 23:10:37;02.10.2014 23:21:37;11;Diana;New Mexico;Falkland Islands;0.45;4.95;United States;South America;Female;Female
Emma;02.10.2014 23:14:07;02.10.2014 23:53:07;39;Diana;New Jersey;Falkland Islands;0.45;17.55;United States;South America;Female;Female
Sophie;02.10.2014 23:17:17;03.10.2014 00:54:17;97;Diana;New Mexico;Falkland Islands;0.45;43.65;United States;South America;Female;Female
Frieda;02.10.2014 23:18:00;03.10.2014 00:41:00;83;Tjark;Vermont;Malta;0.71;58.93;United States;Europe;Female;Male
Ben;02.10.2014 23:26:20;02.10.2014 23:57:20;31;Talea;South Dakota;Denmark;0.08;2.48;United States;Europe;Male;Female
Paul;02.10.2014 23:26:31;02.10.2014 23:37:31;11;Elif;Montana;Burundi;1.39;15.29;United States;Africa;Male;Female
Nele;03.10.2014 00:42:06;03.10.2014 02:17:06;95;Jasmin;Indiana;Mauritius;1.22;115.90;United States;Africa;Female;Female
Nele;03.10.2014 00:42:06;03.10.2014 01:53:06;71;Jasmin;Indiana;Mauritius;1.22;86.62;United States;Africa;Female;Female
Luis;03.10.2014 00:42:32;03.10.2014 01:07:32;25;Ceylin;Illinois;Mayotte Island;1.00;25.00;United States;Africa;Male;Female
Nele;03.10.2014 00:42:55;03.10.2014 01:54:55;72;Stella;Indiana;Anguilla;0.57;41.04;United States;South America;Female;Female
Nele;03.10.2014 00:42:55;03.10.2014 01:29:55;47;Stella;Indiana;Anguilla;0.57;26.79;United States;South America;Female;Female
Leni;03.10.2014 00:51:59;03.10.2014 02:11:59;80;Medina;Missouri;Hong Kong;0.09;7.20;United States;Asia;Male;Female
Leni;03.10.2014 00:54:54;03.10.2014 00:55:54;1;Medina;Missouri;Hong Kong;0.09;0.09;United States;Asia;Male;Female
Anna;03.10.2014 01:12:16;03.10.2014 02:39:16;87;Diana;Massachusetts;Falkland Islands;0.45;39.15;United States;South America;Female;Female
Frieda;03.10.2014 01:19:32;03.10.2014 02:40:32;81;Diana;Vermont;Falkland Islands;0.45;36.45;United States;South America;Female;Female
Sofia;03.10.2014 01:23:42;03.10.2014 02:56:42;93;Jolie;Massachusetts;Bahamas;0.23;21.39;United States;North America;Female;Female
Elias;03.10.2014 01:23:42;03.10.2014 01:48:42;25;Diana;New Jersey;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Maximilian;03.10.2014 01:23:42;03.10.2014 01:59:42;36;Diana;Rhode Island;Falkland Islands;0.45;16.20;United States;South America;Male;Female
Frieda;03.10.2014 01:26:05;03.10.2014 02:14:05;48;Diana;Vermont;Falkland Islands;0.45;21.60;United States;South America;Female;Female
Leni;03.10.2014 01:29:52;03.10.2014 03:27:52;118;Steven;Missouri;Montenegro;0.31;36.58;United States;Europe;Male;Male
Lukas;03.10.2014 01:35:53;03.10.2014 02:08:53;33;Eray;Nevada;Gambia;0.58;19.14;United States;Africa;Male;Male
Frieda;03.10.2014 01:44:44;03.10.2014 02:27:44;43;Tjark;Vermont;Malta;0.71;30.53;United States;Europe;Female;Male
Laura;03.10.2014 01:48:42;03.10.2014 02:37:42;49;Diana;Wyoming;Falkland Islands;0.45;22.05;United States;South America;Female;Female
Anton;03.10.2014 02:05:30;03.10.2014 03:50:30;105;Diana;Arkansas;Falkland Islands;0.45;47.25;United States;South America;Male;Female
Leni;03.10.2014 02:08:35;03.10.2014 02:33:35;25;Steven;Missouri;Montenegro;0.31;7.75;United States;Europe;Male;Male
Emma;03.10.2014 02:25:10;03.10.2014 03:01:10;36;Anni;New Jersey;Cayman Islands;0.24;8.64;United States;Oceania;Female;Female
Emma;03.10.2014 02:25:20;03.10.2014 02:43:20;18;Diana;New Jersey;Falkland Islands;0.45;8.10;United States;South America;Female;Female
Emma;03.10.2014 02:26:07;03.10.2014 03:21:07;55;Diana;New Jersey;Falkland Islands;0.45;24.75;United States;South America;Female;Female
Frieda;03.10.2014 02:35:33;03.10.2014 02:50:33;15;Tjark;Vermont;Malta;0.71;10.65;United States;Europe;Female;Male
Laura;03.10.2014 02:36:05;03.10.2014 03:44:05;68;Diana;Wyoming;Falkland Islands;0.45;30.60;United States;South America;Female;Female
Emma;03.10.2014 02:37:18;03.10.2014 04:03:18;86;Diana;New Jersey;Falkland Islands;0.45;38.70;United States;South America;Female;Female
Anna;03.10.2014 02:38:34;03.10.2014 04:01:34;83;Diana;Massachusetts;Falkland Islands;0.45;37.35;United States;South America;Female;Female
Ben;03.10.2014 02:45:18;03.10.2014 03:16:18;31;Diana;South Dakota;Falkland Islands;0.45;13.95;United States;South America;Male;Female
Ben;03.10.2014 02:50:56;03.10.2014 03:32:56;42;Diana;South Dakota;Falkland Islands;0.45;18.90;United States;South America;Male;Female
Emma;03.10.2014 02:53:16;03.10.2014 03:40:16;47;Diana;New Jersey;Falkland Islands;0.45;21.15;United States;South America;Female;Female
Frieda;03.10.2014 03:01:53;03.10.2014 03:36:53;35;Diana;Vermont;Falkland Islands;0.45;15.75;United States;South America;Female;Female
Luis;03.10.2014 03:24:11;03.10.2014 03:56:11;32;Diana;Illinois;Falkland Islands;0.45;14.40;United States;South America;Male;Female
Luis;03.10.2014 03:24:26;03.10.2014 04:11:26;47;Diana;Illinois;Falkland Islands;0.45;21.15;United States;South America;Male;Female
Luis;03.10.2014 03:25:59;03.10.2014 04:01:59;36;Anni;Illinois;Cayman Islands;0.24;8.64;United States;Oceania;Male;Female
Luis;03.10.2014 03:26:44;03.10.2014 04:15:44;49;Diana;Illinois;Falkland Islands;0.45;22.05;United States;South America;Male;Female
Ben;03.10.2014 03:29:59;03.10.2014 03:34:59;5;Diana;South Dakota;Falkland Islands;0.45;2.25;United States;South America;Male;Female
Nele;03.10.2014 03:47:31;03.10.2014 04:34:31;47;Pauline;Indiana;Burkina Faso;1.02;47.94;United States;Africa;Female;Female
Nele;03.10.2014 03:47:31;03.10.2014 04:22:31;35;Pauline;Indiana;Burkina Faso;1.02;35.70;United States;Africa;Female;Female
Frieda;03.10.2014 05:02:23;03.10.2014 05:26:23;24;Leia;Vermont;Niue;1.82;43.68;United States;Oceania;Female;Female
Sofia;03.10.2014 05:02:47;03.10.2014 05:13:47;11;Jolie;Massachusetts;Bahamas;0.23;2.53;United States;North America;Female;Female
Elias;03.10.2014 05:02:47;03.10.2014 05:13:47;11;Diana;New Jersey;Falkland Islands;0.45;4.95;United States;South America;Male;Female
Maximilian;03.10.2014 05:02:47;03.10.2014 05:13:47;11;Diana;Rhode Island;Falkland Islands;0.45;4.95;United States;South America;Male;Female
Rafael;03.10.2014 06:32:09;03.10.2014 06:36:09;4;Meyra;Maine;Turks and Caicos;0.52;2.08;United States;North America;Male;Female
Nele;03.10.2014 06:46:20;03.10.2014 07:03:20;17;Luise;Indiana;Guinea Republic;0.81;13.77;United States;Africa;Female;Female
Nele;03.10.2014 06:46:20;03.10.2014 07:24:20;38;Luise;Indiana;Guinea Republic;0.81;30.78;United States;Africa;Female;Female
Paul;03.10.2014 07:54:31;03.10.2014 07:58:31;4;Magdalena;Montana;Honduras;0.35;1.40;United States;North America;Male;Female
Clara;03.10.2014 12:18:56;03.10.2014 13:47:56;89;Jordan;Maryland;Bosnia;0.34;30.26;United States;Europe;Female;Male
Jonathan;03.10.2014 12:18:56;03.10.2014 12:51:56;33;Diana;West Virginia;Falkland Islands;0.45;14.85;United States;South America;Male;Female
Clara;03.10.2014 12:19:42;03.10.2014 13:33:42;74;Jordan;Maryland;Bosnia;0.34;25.16;United States;Europe;Female;Male
Jonathan;03.10.2014 12:19:42;03.10.2014 14:18:42;119;Diana;West Virginia;Falkland Islands;0.45;53.55;United States;South America;Male;Female
Lotta;03.10.2014 12:27:49;03.10.2014 13:35:49;68;Tamia;Washington;Vietnam;0.65;44.20;United States;Asia;Female;Female
Lara;03.10.2014 12:34:24;03.10.2014 12:47:24;13;Jasmin;Wisconsin;Mauritius;1.22;15.86;United States;Africa;Female;Female
Lara;03.10.2014 12:35:19;03.10.2014 12:58:19;23;Charlin;Wisconsin;Cuba;0.91;20.93;United States;North America;Female;Male
Lotta;03.10.2014 12:35:33;03.10.2014 12:42:33;7;Stina;Washington;Mexico;0.07;0.49;United States;North America;Female;Female
Rafael;03.10.2014 13:02:48;03.10.2014 14:30:48;88;Meyra;Maine;Turks and Caicos;0.52;45.76;United States;North America;Male;Female
Rafael;03.10.2014 13:09:28;03.10.2014 14:47:28;98;Meyra;Maine;Turks and Caicos;0.52;50.96;United States;North America;Male;Female
Rafael;03.10.2014 13:10:29;03.10.2014 14:05:29;55;Meyra;Maine;Turks and Caicos;0.52;28.60;United States;North America;Male;Female
Sofia;03.10.2014 13:32:39;03.10.2014 13:35:39;3;Jolie;Massachusetts;Bahamas;0.23;0.69;United States;North America;Female;Female
Elias;03.10.2014 13:32:39;03.10.2014 14:03:39;31;Diana;New Jersey;Falkland Islands;0.45;13.95;United States;South America;Male;Female
Maximilian;03.10.2014 13:32:39;03.10.2014 13:35:39;3;Diana;Rhode Island;Falkland Islands;0.45;1.35;United States;South America;Male;Female
Sophie;03.10.2014 13:42:36;03.10.2014 14:19:36;37;Diana;New Mexico;Falkland Islands;0.45;16.65;United States;South America;Female;Female
Nele;03.10.2014 13:51:41;03.10.2014 15:23:41;92;Luise;Indiana;Guinea Republic;0.81;74.52;United States;Africa;Female;Female
Nele;03.10.2014 13:51:41;03.10.2014 14:57:41;66;Luise;Indiana;Guinea Republic;0.81;53.46;United States;Africa;Female;Female
Nele;03.10.2014 14:01:58;03.10.2014 14:05:58;4;Stella;Indiana;Anguilla;0.57;2.28;United States;South America;Female;Female
Nele;03.10.2014 14:01:58;03.10.2014 14:59:58;58;Stella;Indiana;Anguilla;0.57;33.06;United States;South America;Female;Female
Lara;03.10.2014 14:28:35;03.10.2014 14:51:35;23;Charlin;Wisconsin;Cuba;0.91;20.93;United States;North America;Female;Male
Lotta;03.10.2014 14:28:43;03.10.2014 15:55:43;87;Stina;Washington;Mexico;0.07;6.09;United States;North America;Female;Female
Emma;03.10.2014 14:42:45;03.10.2014 14:48:45;6;Paulina;New Jersey;Niue;1.82;10.92;United States;Oceania;Female;Female
Leni;03.10.2014 16:04:46;03.10.2014 16:36:46;32;Diana;Missouri;Falkland Islands;0.45;14.40;United States;South America;Male;Female
Paul;03.10.2014 16:18:41;03.10.2014 17:07:41;49;Magdalena;Montana;Honduras;0.35;17.15;United States;North America;Male;Female
Sofia;03.10.2014 16:20:46;03.10.2014 17:29:46;69;Jolie;Massachusetts;Bahamas;0.23;15.87;United States;North America;Female;Female
Elias;03.10.2014 16:20:46;03.10.2014 17:08:46;48;Diana;New Jersey;Falkland Islands;0.45;21.60;United States;South America;Male;Female
Maximilian;03.10.2014 16:20:46;03.10.2014 16:31:46;11;Diana;Rhode Island;Falkland Islands;0.45;4.95;United States;South America;Male;Female
Sofia;03.10.2014 16:24:12;03.10.2014 18:23:12;119;Jolie;Massachusetts;Bahamas;0.23;27.37;United States;North America;Female;Female
Elias;03.10.2014 16:24:12;03.10.2014 17:14:12;50;Diana;New Jersey;Falkland Islands;0.45;22.50;United States;South America;Male;Female
Maximilian;03.10.2014 16:24:12;03.10.2014 16:24:12;0;Diana;Rhode Island;Falkland Islands;0.45;0.00;United States;South America;Male;Female
Paul;03.10.2014 16:35:08;03.10.2014 18:02:08;87;Magdalena;Montana;Honduras;0.35;30.45;United States;North America;Male;Female
Sofia;03.10.2014 16:45:37;03.10.2014 16:48:37;3;Jolie;Massachusetts;Bahamas;0.23;0.69;United States;North America;Female;Female
Elias;03.10.2014 16:45:37;03.10.2014 17:32:37;47;Diana;New Jersey;Falkland Islands;0.45;21.15;United States;South America;Male;Female
Maximilian;03.10.2014 16:45:37;03.10.2014 17:34:37;49;Diana;Rhode Island;Falkland Islands;0.45;22.05;United States;South America;Male;Female
Lotta;03.10.2014 16:48:57;03.10.2014 17:00:57;12;Zümra;Washington;Morocco;0.55;6.60;United States;Africa;Female;Female
Sophie;03.10.2014 17:52:53;03.10.2014 18:12:53;20;Diana;New Mexico;Falkland Islands;0.45;9.00;United States;South America;Female;Female
Sophie;03.10.2014 18:06:59;03.10.2014 18:36:59;30;Diana;New Mexico;Falkland Islands;0.45;13.50;United States;South America;Female;Female
Sophie;03.10.2014 18:08:02;03.10.2014 18:34:02;26;Diana;New Mexico;Falkland Islands;0.45;11.70;United States;South America;Female;Female
Lotta;03.10.2014 18:47:35;03.10.2014 19:41:35;54;Erva;Washington;Kiribati;1.16;62.64;United States;Oceania;Female;Female
Emma;03.10.2014 19:09:10;03.10.2014 20:47:10;98;Diana;New Jersey;Falkland Islands;0.45;44.10;United States;South America;Female;Female
Niklas;03.10.2014 19:10:18;03.10.2014 19:44:18;34;Christian;Florida;Spain;0.07;2.38;United States;Europe;Male;Male
Mia;03.10.2014 19:10:18;03.10.2014 19:30:18;20;Christian;Nebraska;Spain;0.07;1.40;United States;Europe;Female;Male
Mia;03.10.2014 19:10:18;03.10.2014 19:44:18;34;Christian;Nebraska;Spain;0.07;2.38;United States;Europe;Female;Male
Lotta;03.10.2014 19:20:46;03.10.2014 20:27:46;67;Erva;Washington;Kiribati;1.16;77.72;United States;Oceania;Female;Female
Alina;03.10.2014 19:23:49;03.10.2014 20:36:49;73;Diana;Connecticut;Falkland Islands;0.45;32.85;United States;South America;Female;Female
Alina;03.10.2014 19:23:49;03.10.2014 20:43:49;80;Diana;Connecticut;Falkland Islands;0.45;36.00;United States;South America;Female;Female
Alina;03.10.2014 19:24:02;03.10.2014 20:24:02;60;Diana;Connecticut;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Emma;03.10.2014 19:24:59;03.10.2014 20:39:59;75;Diana;New Jersey;Falkland Islands;0.45;33.75;United States;South America;Female;Female
Lotta;03.10.2014 19:38:48;03.10.2014 19:51:48;13;Erva;Washington;Kiribati;1.16;15.08;United States;Oceania;Female;Female
Anton;03.10.2014 19:56:31;03.10.2014 20:30:31;34;Diana;Arkansas;Falkland Islands;0.45;15.30;United States;South America;Male;Female
Anton;03.10.2014 19:57:24;03.10.2014 20:39:24;42;Diana;Arkansas;Falkland Islands;0.45;18.90;United States;South America;Male;Female
Lotta;03.10.2014 20:03:42;03.10.2014 20:32:42;29;Iva;Washington;Luxembourg;0.08;2.32;United States;Europe;Female;Female
Anna;03.10.2014 20:14:32;03.10.2014 20:55:32;41;Diana;Massachusetts;Falkland Islands;0.45;18.45;United States;South America;Female;Female
Zoe;03.10.2014 20:28:04;03.10.2014 21:58:04;90;Diana;North Dakota;Falkland Islands;0.45;40.50;United States;South America;Male;Female
